user_id,time_to_50,time_to_90,std_time_50,final_size,strength,pagerank
6899,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
7132,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
7121,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
7116,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
7110,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
7100,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
7086,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
102,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
73,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
55,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
51,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
41,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
37,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
24,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
23,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
7135,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
14,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
7074,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
7068,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
7056,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
7054,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
7044,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
7036,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
176,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
174,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
172,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
166,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
157,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
155,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
136,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
131,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
7077,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
3885,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
6812,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
6806,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
368,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
366,1.0,1.0,0.0,1.0,0.0,0.00017537228078253744
352,1.0,1.0,0.0,1.0,0.8291515074819349,0.00017758719607018729
