user_id,time_to_50,time_to_90,std_time_50,final_size,strength,pagerank
5200,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
2431,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
994,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
3431,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
7054,1.0,1.0,0.0,1.0,0.305376105646172,2.4350251751497587e-05
2338,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
4306,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
3821,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
2577,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
3418,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
1297,1.0,1.0,0.0,1.0,1.2166690986884119,2.3331212751661463e-05
3206,1.0,1.0,0.0,1.0,2.816444447853106,3.386194429584682e-05
5753,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
4103,1.0,1.0,0.0,1.0,0.33372456645169435,2.3104947915965158e-05
7002,1.0,1.0,0.0,1.0,0.31455066885015265,5.346688030471728e-05
2588,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
1897,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
6028,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
6425,1.0,1.0,0.0,1.0,0.333945070086654,2.3167316920789332e-05
4650,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
3869,1.0,1.0,0.0,1.0,0.3012988697990183,2.309851211689188e-05
4024,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
6909,1.0,1.0,0.0,1.0,0.36302264659595174,0.00015357916230215418
4705,1.0,1.0,0.0,1.0,0.30096313197449515,2.310767778958206e-05
1835,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
3964,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
2654,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
3279,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
2984,1.0,1.0,0.0,1.0,0.3186772130959406,2.31035785230849e-05
6911,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
2020,1.0,1.0,0.0,1.0,1.3562305495888882,9.512555159119848e-05
1181,1.0,1.0,0.0,1.0,0.3003674927801481,5.193186465842975e-05
5440,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
3661,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
