user_id,final_outbreak,std_outbreak,attack_rate,epidemic_probability,peak_infection,time_to_peak,duration,R0,growth_rate,strength,pagerank
165,728.7,4.063249930782009,0.516442239546421,1.0,635.75,3.0,48.45,27.45,0.6112054238531824,524.3108034432253,0.001498312689412563
1884,728.4,3.0397368307141326,0.5162296243798724,1.0,636.55,3.0,47.75,28.05,0.6048109732120766,579.2360378514347,0.0016681149594811899
1773,728.35,3.8894086954188807,0.5161941885187811,1.0,641.25,3.0,47.65,22.25,0.661057214764221,437.51570570465094,0.0012621927003714209
1758,728.35,3.1507935508376295,0.5161941885187811,1.0,639.6,3.0,49.95,18.1,0.7036243116247383,336.1187605727507,0.0010071871492329867
5457,728.25,3.5899164335677787,0.5161233167965982,1.0,638.35,3.0,50.35,30.2,0.581742375059013,606.8108702758705,0.0017717092957046507
5794,728.2,3.059411708155671,0.5160878809355067,1.0,648.45,3.0,46.45,12.8,0.8022847051103005,233.40277541408855,0.0007552181925662867
6169,728.2,3.6687872655688283,0.5160878809355067,1.0,644.5,3.0,49.7,29.0,0.5956198473906588,561.8838204647783,0.0016105863798149054
4427,728.1,3.3301651610693423,0.5160170092133239,1.0,641.6,3.0,48.0,23.0,0.6500780020087159,461.92647645606627,0.0013263407706594404
4140,728.0,3.255764119219941,0.515946137491141,1.0,644.65,3.0,52.6,10.8,0.8568204878864052,208.9098986489537,0.0006955778837585622
3631,727.95,3.6942522924131755,0.5159107016300496,1.0,644.75,3.0,48.55,18.05,0.7082595770164459,356.7073784647484,0.0010581103328883052
4428,727.85,2.903015673398957,0.5158398299078668,1.0,639.1,3.0,46.4,24.3,0.6307794922241186,447.71557192645696,0.0012885688632064548
226,727.85,3.439113257803528,0.5158398299078668,1.0,637.8,3.0,49.15,27.25,0.6066667585259747,507.58109489594057,0.0014512613193916066
1178,727.85,3.7453304260105007,0.5158398299078668,1.0,646.8,3.0,47.6,17.7,0.7226333271284721,374.13127244308004,0.0011014059197156155
3979,727.85,4.486368241685026,0.5158398299078668,1.0,644.5,3.1,49.4,8.5,0.9364011275971651,187.4692411214237,0.0006433987895521384
6198,727.85,3.636963018783666,0.5158398299078668,1.0,640.35,3.0,52.95,31.25,0.5783988469869507,605.1271929461241,0.0017602854213340715
1626,727.65,4.281062952118317,0.515698086463501,1.0,639.25,3.0,48.85,32.25,0.5743694443980382,660.3507183432378,0.0027724536122837053
522,727.6,4.386342439892261,0.5156626506024097,1.0,648.9,3.0,48.65,11.35,0.8375299369907083,212.45303993055558,0.0007041582869764871
1112,727.55,2.8191310718020897,0.5156272147413182,1.0,621.6,4.25,46.9,1.55,1.376857610837072,39.50258720541957,0.0002796675418300806
