user_id,time_to_50,time_to_90,std_time_50,final_size,strength,pagerank
4127,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
5200,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
2431,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
994,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
3431,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
2338,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
5060,1.0,1.0,0.0,1.0,0.36070510516324705,2.316625449672665e-05
4306,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
3279,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
6255,1.0,1.0,0.0,1.0,0.9065049723690032,7.210678771568584e-05
1835,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
3964,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
2588,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
2654,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
4650,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
5922,1.0,1.0,0.0,1.0,0.6769701939680446,3.7717300356598945e-05
457,1.0,1.0,0.0,1.0,0.3408146250695839,2.310804385622803e-05
3682,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
3869,1.0,1.0,0.0,1.0,0.3012988697990183,2.309851211689188e-05
4024,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
1897,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
3821,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
1181,1.0,1.0,0.0,1.0,0.3003674927801481,5.193186465842975e-05
2288,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
6376,1.0,1.0,0.0,1.0,0.3592341372571732,2.353148918218287e-05
3418,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
3412,1.0,1.0,0.0,1.0,0.3566289879567114,0.00015357916230215418
73,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
6028,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
4081,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
3661,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
5440,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
3484,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
5369,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
1623,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
2981,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
6683,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
6118,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
5261,1.0,1.0,0.0,1.0,0.3063970979081559,2.311218339821958e-05
3154,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
3328,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
6911,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
1261,1.0,1.0,0.0,1.0,0.3641685282572799,2.312312009657691e-05
2229,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
1176,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
5884,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
3386,1.0,1.0,0.0,1.0,0.30596570959610675,5.362223614246156e-05
5964,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
2927,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
1103,1.0,1.0,0.0,1.0,0.49589494222566405,2.9938944542526486e-05
7167,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
2805,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
2154,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
393,1.0,1.0,0.0,1.0,0.32481043033829304,0.00015357916230215418
1038,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
4305,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
2877,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
3975,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
4486,1.0,1.0,0.0,1.0,0.3054472740680843,2.3249461745008708e-05
2405,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
1172,1.0,1.0,0.0,1.0,0.36786717188709694,0.00015357916230215418
6256,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
3210,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
472,1.0,1.0,0.0,1.0,0.31479680148002187,2.4140665034875987e-05
6266,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
2937,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
334,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
5368,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
3889,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
2992,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
37,1.0,1.0,0.0,1.0,0.30031914528042697,2.7736451388926193e-05
1419,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
6005,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
1041,1.0,1.0,0.0,1.0,0.3031218047607821,4.093721856703493e-05
7053,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
6760,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
7100,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
2902,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
263,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
3027,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
6358,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
2083,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
6698,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
6893,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
2835,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
6226,1.0,1.0,0.0,1.0,1.1338849002131655,2.6698694771884505e-05
6150,1.0,1.0,0.0,1.0,0.31550155518073364,3.9774197296211855e-05
5159,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
6398,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
5656,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
247,1.0,1.0,0.0,1.0,0.31569946193935405,3.295135727521115e-05
2770,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
696,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
23,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
5558,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
1869,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
447,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
1747,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
332,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
4865,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
1075,1.0,1.0,0.0,1.0,0.34106111385253546,4.4163160398019354e-05
5361,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
5224,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
2577,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
6383,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
5891,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
4898,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
1174,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
167,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
6461,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
3624,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
4416,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
5998,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
5599,1.0,1.0,0.0,1.0,0.6374138547037841,3.3689152214727377e-05
5753,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
6029,1.0,1.0,0.0,1.0,0.31113187619811067,2.3162887627809368e-05
5230,1.0,1.0,0.0,1.0,0.3057961227935216,2.4457230446042467e-05
5028,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
2299,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
592,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
1115,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
2882,1.0,1.0,0.0,1.0,0.36810933185009725,0.00015357916230215418
1956,1.0,1.0,0.0,1.0,0.0,2.3036874987245457e-05
7002,1.1,1.1,0.3,1.1,0.31455066885015265,5.346688030471728e-05
5990,1.1,1.1,0.3,1.1,0.9748229020300111,0.00012489097258917327
2407,1.1,1.1,0.3,1.1,0.9780796917857123,8.689146539048767e-05
6909,1.1,1.1,0.3,1.1,0.36302264659595174,0.00015357916230215418
1281,1.1,1.1,0.3,1.1,0.6891610610465894,4.974107473018741e-05
4096,1.1,1.1,0.3,1.1,0.7208362904601973,7.409237740792224e-05
2689,1.1,1.1,0.3,1.1,0.3798139878577541,9.334223569290401e-05
6208,1.1,1.1,0.3,1.1,0.3464524216325576,6.618402678702316e-05
4194,1.1,1.1,0.3,1.1,0.45269753117683226,6.217469835078778e-05
4597,1.1,1.1,0.3,1.1,0.6393065477771658,6.778558220268206e-05
5193,1.1,1.1,0.3,1.1,0.3064221039242087,7.864727768343435e-05
1965,1.1,1.1,0.3,1.1,0.32862505940260434,5.4477056372213985e-05
5676,1.1,1.1,0.3,1.1,0.30791574213318235,0.00015357916230215418
2579,1.1,1.1,0.3,1.1,0.6091278478844961,3.1981385676611406e-05
2650,1.1,1.1,0.3,1.1,0.8858631990193087,5.409772149952415e-05
4829,1.1,1.1,0.3,1.1,0.3083468841859002,5.1643852830148156e-05
6531,1.1,1.1,0.3,1.1,0.9843737581259243,8.837688673980648e-05
5762,1.1,1.1,0.3,1.1,0.7749326434595778,0.00020841017245513805
5785,1.1,1.1,0.3,1.1,0.34317462073735516,3.063440447602418e-05
6816,1.1,1.1,0.3,1.1,0.30048480906081276,3.573374118951679e-05
3885,1.2,1.2,0.4,1.2,1.1332823870987485,0.00011004266934647481
321,1.2,1.2,0.6,1.2,0.35944892389016125,8.091370408687797e-05
4366,1.2,1.2,0.6000000000000001,1.2,0.6526568544514499,0.0001512518714924123
509,1.2,1.2,0.6000000000000001,1.2,1.1208344274090076,8.485224425017048e-05
3520,1.2,1.2,0.6000000000000001,1.2,0.8802988786961862,0.00014934169018733862
3163,1.2,1.2,0.4,1.2,1.2250845859021264,0.00015019735012303638
3413,1.2,1.2,0.4,1.2,0.36475622255079115,0.00015357916230215418
1423,1.3,1.3,0.45825756949558394,1.3,0.6661205727638333,0.00020841017245513805
828,1.3,1.3,0.6403124237432849,1.3,1.0612269829613,8.541602476335053e-05
5547,1.3,5.7,0.9000000000000001,625.0,2.0808391290854074,7.82147072376109e-05
2716,1.3,5.4,0.9000000000000001,623.9,1.5266030841072302,2.3502753109697705e-05
3499,1.3,1.3,0.45825756949558394,1.4,1.0220011222800278,0.00015528283015905543
3605,1.3,5.8,0.9000000000000001,624.3,0.7741425603017383,3.744843277515015e-05
1740,1.3,4.1,0.9000000000000001,620.8,0.62043996835473,2.317533132876392e-05
5642,1.3,4.5,0.9000000000000001,622.2,0.35532985606709583,2.3118770388812207e-05
1562,1.3,5.8,0.9000000000000001,625.7,0.39984391380604634,2.312807887003001e-05
1188,1.3,1.3,0.6403124237432849,1.3,1.4222229166131832,0.00015857183975665978
2820,1.3,4.9,0.9000000000000001,623.4,0.3285764989984396,2.312090812040503e-05
5425,1.3,5.4,0.9000000000000001,624.5,0.34891493040802457,2.3143672479315064e-05
1197,1.3,1.3,0.45825756949558405,1.3,0.7418529972943744,6.904074787023234e-05
5934,1.3,1.3,0.45825756949558405,1.3,1.0749341010946751,0.00010537256079704362
544,1.3,1.3,0.6403124237432849,1.3,0.31021388046632065,7.13476615849859e-05
2531,1.3,4.4,0.9000000000000001,623.3,0.6133309662217836,2.3176635467093103e-05
5944,1.3,1.3,0.45825756949558394,1.3,0.35035333002573193,0.00015357916230215418
2208,1.3,1.3,0.45825756949558394,1.3,1.3774485351147734,4.365101300345941e-05
1193,1.3,5.0,0.9000000000000001,623.9,0.7124852698251827,6.322452382520801e-05
6506,1.3,4.5,0.9000000000000001,622.8,0.6117753083455111,2.317788991587031e-05
2260,1.3,5.0,0.9000000000000001,624.5,0.415038000046664,2.3125075554126818e-05
2900,1.3,4.8,0.9000000000000001,623.8,0.33086485179972513,2.3140001196978045e-05
5054,1.3,5.4,0.9000000000000001,623.9,0.6567803376821828,2.318704285088676e-05
4246,1.3,1.3,0.45825756949558394,1.3,0.41200457835414284,5.9937407121638924e-05
